CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Churn,Has_Revolving_Balance,Engagement_Score,Value_Score,Engagement_Band,Value_Band,Tenure_Band,Age_Band,Balance_Band,Product_Band,Retention_Priority,Cross_Sell_Opportunity,churn_probability,risk_band,best_model
708534033,Existing Customer,45,F,3,Graduate,Single,$40K - $60K,Blue,36,5,2,2,6274.0,883,5391.0,0.626,4726,82,0.708,0.141,0,1,0.496,0.3478,High,Medium,25-36,41-50,5k-10k,5-6,Lower Priority,Low Priority,0.0051993938208185955,Low,Gradient Boosting
716739258,Existing Customer,43,F,4,Unknown,Single,Less than $40K,Blue,33,5,2,4,1438.3,0,1438.3,0.679,3932,62,0.771,0.0,0,0,0.3972,0.2665,Medium,Low,25-36,41-50,<2.5k,5-6,Lower Priority,Low Priority,0.04023165574992479,Low,Gradient Boosting
788940558,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,27,6,1,2,2134.0,1085,1049.0,0.656,4224,75,1.027,0.508,0,1,0.5022,0.2946,High,Medium,25-36,41-50,<2.5k,5-6,Lower Priority,Low Priority,0.0031087767595165037,Low,Gradient Boosting
714722808,Existing Customer,50,M,1,College,Married,$80K - $120K,Blue,33,5,3,2,17158.0,1211,15947.0,0.778,4153,91,0.685,0.071,0,1,0.4744,0.475,High,High,25-36,41-50,10k-20k,5-6,Loyal / Upsell,Low Priority,0.00409979053794055,Low,Gradient Boosting
713249883,Existing Customer,51,F,2,Uneducated,Married,$40K - $60K,Blue,36,6,3,3,3359.0,873,2486.0,0.785,4572,81,0.688,0.26,0,1,0.4405,0.3323,Medium,Medium,25-36,51-60,2.5k-5k,5-6,Lower Priority,Low Priority,0.00505486300678628,Low,Gradient Boosting
714207483,Existing Customer,47,M,3,Graduate,Married,$80K - $120K,Blue,41,6,1,4,11997.0,1424,10573.0,0.749,4125,80,0.86,0.119,0,1,0.4795,0.4466,High,High,37-48,41-50,10k-20k,5-6,Loyal / Upsell,Low Priority,0.003704067210418506,Low,Gradient Boosting
720068808,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Blue,32,3,3,2,3302.0,1980,1322.0,0.625,3899,65,0.711,0.6,0,1,0.4042,0.2385,Medium,Low,25-36,41-50,2.5k-5k,3-4,Lower Priority,Low Priority,0.004922719976662526,Low,Gradient Boosting
778601733,Attrited Customer,55,F,3,High School,Single,$40K - $60K,Blue,47,5,4,3,2687.0,1689,998.0,0.714,2370,34,0.789,0.629,1,1,0.2472,0.2824,Low,Medium,37-48,51-60,2.5k-5k,5-6,Monitor,Low Priority,0.6374196625406943,Medium,Gradient Boosting
709779258,Existing Customer,53,F,3,Post-Graduate,Married,Less than $40K,Blue,43,4,3,4,1438.3,0,1438.3,0.939,4075,71,0.614,0.0,0,0,0.3893,0.2617,Medium,Low,37-48,51-60,<2.5k,3-4,Lower Priority,Low Priority,0.009095814697859245,Low,Gradient Boosting
713696808,Attrited Customer,46,F,3,High School,Married,Less than $40K,Blue,39,3,3,0,1801.0,316,1485.0,0.494,2252,42,0.4,0.175,1,1,0.3484,0.2047,Low,Low,37-48,41-50,<2.5k,3-4,Lower Priority,Low Priority,0.9832051856693446,High,Gradient Boosting
720044658,Attrited Customer,53,M,1,Post-Graduate,Single,$60K - $80K,Blue,46,6,2,4,4573.0,2076,2497.0,0.839,2720,46,0.484,0.454,1,1,0.334,0.3359,Low,Medium,37-48,51-60,2.5k-5k,5-6,Monitor,Low Priority,0.6854537413911009,High,Gradient Boosting
716373483,Attrited Customer,48,F,5,Graduate,Married,Less than $40K,Blue,40,4,3,2,2860.0,2517,343.0,0.38,1544,45,0.364,0.88,1,1,0.3092,0.2338,Low,Low,37-48,41-50,2.5k-5k,3-4,Lower Priority,Low Priority,0.673908334164272,High,Gradient Boosting
714305508,Existing Customer,46,F,3,Uneducated,Married,$40K - $60K,Blue,36,6,3,2,13387.0,0,13387.0,0.746,3706,81,0.62,0.0,0,0,0.4408,0.449,Medium,High,25-36,41-50,10k-20k,5-6,Loyal / Upsell,Low Priority,0.005408504915114416,Low,Gradient Boosting
712202433,Existing Customer,46,F,2,High School,Single,Less than $40K,Blue,36,3,3,4,2283.0,1020,1263.0,0.944,3687,68,1.125,0.447,0,1,0.3744,0.2289,Medium,Low,25-36,41-50,<2.5k,3-4,Lower Priority,Low Priority,0.0053591366335980955,Low,Gradient Boosting
716600733,Attrited Customer,47,F,4,Unknown,Married,Less than $40K,Blue,36,3,3,3,2033.0,228,1805.0,0.904,2572,43,0.72,0.112,1,1,0.307,0.2075,Low,Low,25-36,41-50,<2.5k,3-4,Lower Priority,Low Priority,0.9673578464278613,High,Gradient Boosting
778372158,Existing Customer,49,F,5,High School,Married,$40K - $60K,Blue,33,6,3,2,2506.0,1549,957.0,0.752,4747,91,0.936,0.618,0,1,0.4857,0.3186,High,Medium,25-36,41-50,2.5k-5k,5-6,Lower Priority,Low Priority,0.004254694718569315,Low,Gradient Boosting
714176133,Existing Customer,47,F,1,Uneducated,Single,Less than $40K,Blue,36,5,2,3,1438.3,735,703.3,0.762,4220,87,0.673,0.511,0,1,0.4823,0.2765,High,Medium,25-36,41-50,<2.5k,5-6,Lower Priority,Low Priority,0.005057382603072168,Low,Gradient Boosting
708969633,Existing Customer,42,M,4,Uneducated,Unknown,$80K - $120K,Blue,36,6,5,1,2447.0,2195,252.0,0.717,4544,80,0.667,0.897,0,1,0.4041,0.3199,Medium,Medium,25-36,41-50,<2.5k,5-6,Lower Priority,Low Priority,0.004569358586382279,Low,Gradient Boosting
715765758,Existing Customer,54,F,2,Uneducated,Single,Less than $40K,Blue,41,5,2,4,1438.3,814,624.3,0.675,4217,72,0.5,0.566,0,1,0.4278,0.2854,Medium,Medium,37-48,51-60,<2.5k,5-6,Lower Priority,Low Priority,0.0051516484283480645,Low,Gradient Boosting
803097333,Existing Customer,41,M,2,Graduate,Married,$80K - $120K,Blue,35,3,3,4,10873.0,1514,9359.0,0.879,5089,82,0.783,0.139,0,1,0.4362,0.3619,Medium,High,25-36,41-50,10k-20k,3-4,Loyal / Upsell,Low Priority,0.005124548865511828,Low,Gradient Boosting
710411358,Attrited Customer,39,F,4,College,Married,$40K - $60K,Blue,28,4,2,4,7596.0,2199,5397.0,0.633,2164,45,0.5,0.289,1,1,0.321,0.2842,Low,Medium,25-36,31-40,5k-10k,3-4,Monitor,Low Priority,0.4178687290763615,Medium,Gradient Boosting
715660308,Attrited Customer,54,F,3,College,Married,Less than $40K,Blue,44,5,3,2,2921.0,2412,509.0,0.823,2612,33,0.375,0.826,1,1,0.2992,0.284,Low,Medium,37-48,51-60,2.5k-5k,5-6,Monitor,Low Priority,0.9796238225677454,High,Gradient Boosting
711866358,Existing Customer,42,F,3,High School,Single,$40K - $60K,Blue,30,4,2,3,10136.0,0,10136.0,0.428,4429,78,0.472,0.0,0,0,0.4636,0.3576,Medium,High,25-36,41-50,10k-20k,3-4,Loyal / Upsell,Low Priority,0.015898094624206723,Low,Gradient Boosting
710738883,Existing Customer,52,F,3,High School,Married,Less than $40K,Blue,36,4,2,3,2187.0,1094,1093.0,0.843,4222,61,0.649,0.5,0,1,0.4169,0.2613,Medium,Low,25-36,51-60,<2.5k,3-4,Lower Priority,Low Priority,0.012074631744536483,Low,Gradient Boosting
717822108,Existing Customer,60,F,0,Uneducated,Single,Less than $40K,Blue,48,3,2,3,3302.0,2517,785.0,0.785,4613,85,0.932,0.762,0,1,0.4847,0.2786,High,Medium,37-48,51-60,2.5k-5k,3-4,Lower Priority,Low Priority,0.014376693498261347,Low,Gradient Boosting
714407058,Existing Customer,40,M,3,Uneducated,Divorced,$80K - $120K,Blue,29,3,2,1,30997.0,2330,28667.0,0.65,3821,81,0.841,0.075,0,1,0.493,0.5929,High,High,25-36,31-40,20k+,3-4,Loyal / Upsell,Low Priority,0.005600828605922327,Low,Gradient Boosting
710744433,Existing Customer,48,F,1,Uneducated,Single,Less than $40K,Blue,38,5,2,0,2578.0,2424,154.0,0.517,4077,78,0.625,0.94,0,1,0.5069,0.2926,High,Medium,37-48,41-50,2.5k-5k,5-6,Lower Priority,Low Priority,0.009286974807769785,Low,Gradient Boosting
778959258,Attrited Customer,51,F,1,Unknown,Married,Less than $40K,Blue,32,5,3,3,1438.3,0,1438.3,0.905,2585,45,0.5,0.0,1,0,0.3123,0.2428,Low,Low,25-36,51-60,<2.5k,5-6,Lower Priority,Low Priority,0.985650182397539,High,Gradient Boosting
713320008,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Blue,37,3,3,2,3034.0,468,2566.0,0.553,4172,66,0.784,0.154,0,1,0.4119,0.2483,Medium,Low,37-48,41-50,2.5k-5k,3-4,Lower Priority,Low Priority,0.006295661958704385,Low,Gradient Boosting
766795983,Existing Customer,46,F,1,Unknown,Single,Less than $40K,Blue,40,4,2,2,1438.3,0,1438.3,0.756,4692,91,0.596,0.0,0,0,0.518,0.2663,High,Low,37-48,41-50,<2.5k,3-4,Lower Priority,Low Priority,0.00528010973671826,Low,Gradient Boosting
716256483,Existing Customer,50,F,2,Graduate,Single,Unknown,Blue,36,6,2,4,2611.0,1824,787.0,0.711,4232,80,0.633,0.699,0,1,0.4482,0.317,Medium,Medium,25-36,41-50,2.5k-5k,5-6,Lower Priority,Low Priority,0.0048380373349498455,Low,Gradient Boosting
712364283,Existing Customer,54,F,2,Doctorate,Married,$40K - $60K,Blue,43,5,3,2,2222.0,1398,824.0,0.785,3960,79,0.756,0.629,0,1,0.4406,0.295,Medium,Medium,37-48,51-60,<2.5k,5-6,Lower Priority,Low Priority,0.004369711250370648,Low,Gradient Boosting
714620358,Attrited Customer,37,F,2,Graduate,Divorced,Less than $40K,Blue,30,3,3,4,3328.0,2517,811.0,0.553,2196,47,0.621,0.756,1,1,0.2933,0.2076,Low,Low,25-36,31-40,2.5k-5k,3-4,Lower Priority,Low Priority,0.7792696648006686,High,Gradient Boosting
709145958,Attrited Customer,43,F,3,Unknown,Married,Less than $40K,Blue,36,2,2,2,2440.0,1002,1438.0,0.061,1533,42,0.105,0.411,1,1,0.3348,0.171,Low,Low,25-36,41-50,<2.5k,1-2,Lower Priority,Low Priority,0.9653819107140055,High,Gradient Boosting
709787733,Existing Customer,54,F,4,College,Single,Unknown,Blue,48,3,2,2,9723.0,1307,8416.0,0.803,4043,76,0.9,0.134,0,1,0.4679,0.3531,High,High,37-48,51-60,5k-10k,3-4,Loyal / Upsell,Low Priority,0.004168767894669368,Low,Gradient Boosting
809071083,Existing Customer,60,F,1,Graduate,Single,Less than $40K,Blue,55,4,1,0,2346.0,2150,196.0,0.666,4592,90,0.8,0.916,0,1,0.5802,0.3033,High,Medium,49+,51-60,<2.5k,3-4,Lower Priority,Low Priority,0.0029025340029199217,Low,Gradient Boosting
721165608,Existing Customer,51,M,2,Graduate,Married,$60K - $80K,Silver,36,3,6,3,26142.0,0,26142.0,0.651,3969,78,0.902,0.0,0,0,0.3216,0.5445,Low,High,25-36,51-60,20k+,3-4,"High Value, At Risk",Low Priority,0.016607226217133852,Low,Gradient Boosting
716668308,Attrited Customer,39,F,4,High School,Single,Unknown,Blue,36,3,2,4,12405.0,0,12405.0,0.949,3151,39,0.444,0.0,1,0,0.3245,0.3522,Low,High,25-36,31-40,10k-20k,3-4,"High Value, At Risk",Low Priority,0.9052391930153902,High,Gradient Boosting
708760458,Existing Customer,47,M,1,High School,Single,$80K - $120K,Blue,36,4,3,4,17655.0,0,17655.0,0.583,3692,79,0.549,0.0,0,0,0.4022,0.4544,Medium,High,25-36,41-50,10k-20k,3-4,Loyal / Upsell,Low Priority,0.00725260979171999,Low,Gradient Boosting
720333783,Existing Customer,51,F,2,Unknown,Married,Less than $40K,Blue,33,3,1,4,4941.0,786,4155.0,0.833,3822,50,1.083,0.159,0,1,0.3983,0.2604,Medium,Low,25-36,51-60,2.5k-5k,3-4,Lower Priority,Low Priority,0.029956936928742076,Low,Gradient Boosting
789212883,Attrited Customer,30,F,1,Uneducated,Divorced,Less than $40K,Blue,19,6,1,2,1644.0,0,1644.0,0.82,2533,44,0.517,0.0,1,0,0.3921,0.2465,Medium,Low,0-24,18-30,<2.5k,5-6,Lower Priority,Low Priority,0.6236252156502617,Medium,Gradient Boosting
711341433,Existing Customer,34,F,2,Graduate,Single,Unknown,Blue,24,6,3,3,3095.0,2010,1085.0,0.668,3901,77,0.711,0.649,0,1,0.4178,0.2965,Medium,Medium,0-24,31-40,2.5k-5k,5-6,Lower Priority,Low Priority,0.004970605592477709,Low,Gradient Boosting
720235608,Existing Customer,60,F,0,Graduate,Unknown,Less than $40K,Blue,36,4,3,1,3828.0,0,3828.0,0.599,4470,58,0.812,0.0,0,0,0.414,0.2867,Medium,Medium,25-36,51-60,2.5k-5k,3-4,Lower Priority,Low Priority,0.03810213698791794,Low,Gradient Boosting
716890533,Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,36,6,2,2,2182.0,1722,460.0,0.937,5377,86,0.654,0.789,0,1,0.5184,0.33,High,Medium,25-36,41-50,<2.5k,5-6,Lower Priority,Low Priority,0.012557121840517715,Low,Gradient Boosting
708491508,Existing Customer,51,M,2,Unknown,Single,$60K - $80K,Blue,42,3,3,2,13906.0,1430,12476.0,0.772,3856,68,1.061,0.103,0,1,0.4109,0.3939,Medium,High,37-48,51-60,10k-20k,3-4,Loyal / Upsell,Low Priority,0.004170056344561083,Low,Gradient Boosting
718542858,Existing Customer,50,M,1,High School,Married,$80K - $120K,Blue,36,6,3,2,10588.0,994,9594.0,0.786,4623,84,0.585,0.094,0,1,0.4657,0.4274,High,High,25-36,41-50,10k-20k,5-6,Loyal / Upsell,Low Priority,0.004428510946873663,Low,Gradient Boosting
717750858,Existing Customer,32,F,2,Post-Graduate,Single,Less than $40K,Blue,16,3,3,2,2973.0,2446,527.0,0.612,3769,78,0.95,0.823,0,1,0.4344,0.2035,Medium,Low,0-24,31-40,2.5k-5k,3-4,Lower Priority,Low Priority,0.008222771912076212,Low,Gradient Boosting
712450008,Attrited Customer,50,F,2,Post-Graduate,Married,Unknown,Blue,36,5,2,4,4045.0,0,4045.0,0.66,2438,41,0.464,0.0,1,0,0.3161,0.2816,Low,Medium,25-36,41-50,2.5k-5k,5-6,Monitor,Low Priority,0.9861676148771202,High,Gradient Boosting
827628408,Existing Customer,40,M,4,Graduate,Married,$80K - $120K,Blue,36,3,3,2,2165.0,1465,700.0,0.622,3672,64,0.73,0.677,0,1,0.3973,0.2271,Medium,Low,25-36,31-40,<2.5k,3-4,Lower Priority,Low Priority,0.008775593385552944,Low,Gradient Boosting
713492583,Attrited Customer,34,F,2,Graduate,Married,Less than $40K,Blue,29,5,2,2,5845.0,0,5845.0,0.504,2308,35,0.591,0.0,1,0,0.3318,0.2904,Low,Medium,25-36,31-40,5k-10k,5-6,Monitor,Low Priority,0.9041214687044411,High,Gradient Boosting
718054833,Existing Customer,50,M,2,Unknown,Single,$120K +,Blue,37,6,3,4,15341.0,1016,14325.0,0.709,2916,65,0.548,0.066,0,1,0.3522,0.4634,Low,High,37-48,41-50,10k-20k,5-6,"High Value, At Risk",Low Priority,0.013311443082035381,Low,Gradient Boosting
788770908,Existing Customer,45,M,4,College,Married,$60K - $80K,Blue,26,6,2,2,3035.0,1498,1537.0,0.903,4275,67,0.675,0.494,0,1,0.4497,0.3054,Medium,Medium,25-36,41-50,2.5k-5k,5-6,Lower Priority,Low Priority,0.004705358438487379,Low,Gradient Boosting
710175783,Existing Customer,45,F,3,High School,Single,Unknown,Blue,25,4,2,1,1986.0,1042,944.0,0.593,4303,59,0.788,0.525,0,1,0.4467,0.2404,Medium,Low,25-36,41-50,<2.5k,3-4,Lower Priority,Low Priority,0.015639106513567133,Low,Gradient Boosting
715429608,Existing Customer,45,F,3,College,Married,Less than $40K,Blue,37,4,3,1,4602.0,1517,3085.0,1.292,3520,66,1.0,0.33,0,1,0.4162,0.2832,Medium,Medium,37-48,41-50,2.5k-5k,3-4,Lower Priority,Low Priority,0.0029567862978273477,Low,Gradient Boosting
714058308,Attrited Customer,43,F,5,Uneducated,Single,Less than $40K,Blue,36,5,3,4,2689.0,2384,305.0,0.365,1941,53,0.656,0.887,1,1,0.3035,0.2558,Low,Low,25-36,41-50,2.5k-5k,5-6,Lower Priority,Low Priority,0.8819878102995836,High,Gradient Boosting
717965808,Existing Customer,65,M,0,Unknown,Single,$40K - $60K,Blue,54,5,1,4,9383.0,829,8554.0,0.515,5783,73,0.622,0.088,0,1,0.4933,0.4376,High,High,49+,60+,5k-10k,5-6,Loyal / Upsell,Low Priority,0.03935268657756789,Low,Gradient Boosting
709265208,Existing Customer,47,F,4,Graduate,Single,Less than $40K,Blue,37,4,3,2,1438.3,780,658.3,0.66,4422,59,0.844,0.542,0,1,0.399,0.2566,Medium,Low,37-48,41-50,<2.5k,3-4,Lower Priority,Low Priority,0.02015292382944118,Low,Gradient Boosting
713114133,Attrited Customer,42,F,2,Uneducated,Single,Less than $40K,Blue,23,4,2,3,1443.0,0,1443.0,0.529,2092,38,0.31,0.0,1,0,0.3186,0.1938,Low,Low,0-24,41-50,<2.5k,3-4,Lower Priority,Low Priority,0.9850496412988946,High,Gradient Boosting
721349883,Existing Customer,51,F,4,Graduate,Single,Less than $40K,Blue,39,3,2,1,2847.0,2082,765.0,0.787,3672,59,0.553,0.731,0,1,0.4348,0.2414,Medium,Low,37-48,51-60,2.5k-5k,3-4,Lower Priority,Low Priority,0.019347056395519584,Low,Gradient Boosting
758965158,Existing Customer,44,M,5,High School,Single,$80K - $120K,Blue,37,4,2,3,15638.0,1729,13909.0,0.843,4396,83,0.566,0.111,0,1,0.4756,0.4413,High,High,37-48,41-50,10k-20k,3-4,Loyal / Upsell,Low Priority,0.00489353672125539,Low,Gradient Boosting
749722908,Existing Customer,43,M,2,Post-Graduate,Married,$120K +,Blue,36,3,3,2,10700.0,1346,9354.0,0.639,4054,68,0.7,0.126,0,1,0.4147,0.3446,Medium,Medium,25-36,41-50,10k-20k,3-4,Lower Priority,Low Priority,0.004451608845032829,Low,Gradient Boosting
709495833,Attrited Customer,44,F,2,Graduate,Single,Less than $40K,Blue,36,5,2,4,1438.3,0,1438.3,0.421,1944,36,0.5,0.0,1,0,0.2941,0.2396,Low,Low,25-36,41-50,<2.5k,5-6,Lower Priority,Low Priority,0.9848186811747935,High,Gradient Boosting
717575958,Attrited Customer,50,F,1,Post-Graduate,Married,$40K - $60K,Blue,41,6,3,3,1694.0,479,1215.0,0.838,2349,42,0.312,0.283,1,1,0.3002,0.2834,Low,Medium,37-48,41-50,<2.5k,5-6,Monitor,Low Priority,0.9855950643955701,High,Gradient Boosting
714406158,Attrited Customer,53,F,3,High School,Divorced,Unknown,Blue,36,4,3,6,7939.0,0,7939.0,0.551,2269,42,0.312,0.0,1,0,0.2487,0.3046,Low,Medium,25-36,51-60,5k-10k,3-4,Monitor,Low Priority,0.9944928913125451,High,Gradient Boosting
767243208,Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,35,3,2,2,2555.0,1587,968.0,1.088,4193,79,0.881,0.621,0,1,0.4783,0.2389,High,Low,25-36,41-50,2.5k-5k,3-4,Lower Priority,Low Priority,0.0031796964151889983,Low,Gradient Boosting
711515433,Existing Customer,55,F,2,Unknown,Single,Less than $40K,Blue,36,3,1,2,2850.0,2517,333.0,0.625,4320,85,0.735,0.883,0,1,0.5292,0.2466,High,Low,25-36,51-60,2.5k-5k,3-4,Lower Priority,Low Priority,0.009391612447502676,Low,Gradient Boosting
720190908,Existing Customer,59,M,1,High School,Single,$60K - $80K,Blue,51,6,2,4,8973.0,1300,7673.0,0.568,4699,72,0.714,0.145,0,1,0.4369,0.4343,Medium,High,49+,51-60,5k-10k,5-6,Loyal / Upsell,Low Priority,0.004538559160805614,Low,Gradient Boosting
818814933,Existing Customer,58,F,1,Unknown,Single,$40K - $60K,Blue,53,3,3,1,6960.0,1536,5424.0,0.437,3112,79,0.549,0.221,0,1,0.4412,0.3109,Medium,Medium,49+,51-60,5k-10k,3-4,Lower Priority,Low Priority,0.006431554508744116,Low,Gradient Boosting
719794383,Existing Customer,60,F,2,College,Married,Less than $40K,Blue,41,6,2,2,4167.0,0,4167.0,0.917,5039,85,0.809,0.0,0,0,0.5094,0.3593,High,High,37-48,51-60,2.5k-5k,5-6,Loyal / Upsell,Low Priority,0.008260733846702556,Low,Gradient Boosting
709766808,Existing Customer,49,F,2,Uneducated,Married,Unknown,Blue,36,4,3,2,5099.0,1178,3921.0,0.912,3819,82,0.864,0.231,0,1,0.4455,0.2927,Medium,Medium,25-36,41-50,5k-10k,3-4,Lower Priority,Low Priority,0.004228996648283396,Low,Gradient Boosting
709666908,Existing Customer,42,F,4,Graduate,Divorced,Unknown,Blue,36,3,3,1,2782.0,1782,1000.0,0.853,4669,93,0.755,0.641,0,1,0.5059,0.2513,High,Low,25-36,41-50,2.5k-5k,3-4,Lower Priority,Low Priority,0.004298540428338795,Low,Gradient Boosting
794653983,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,27,3,1,4,1480.0,1017,463.0,1.008,5245,80,0.86,0.687,0,1,0.5008,0.2276,High,Low,25-36,41-50,<2.5k,3-4,Lower Priority,Low Priority,0.018614162512829182,Low,Gradient Boosting
716593533,Existing Customer,56,M,1,High School,Single,$80K - $120K,Blue,45,4,1,3,5070.0,0,5070.0,1.01,3651,76,0.652,0.0,0,0,0.4772,0.3057,High,Medium,37-48,51-60,5k-10k,3-4,Lower Priority,Low Priority,0.006036883399836374,Low,Gradient Boosting
714113658,Existing Customer,52,M,2,Unknown,Single,$80K - $120K,Blue,41,3,3,1,2757.0,1425,1332.0,0.574,3992,76,1.054,0.517,0,1,0.4503,0.2489,Medium,Low,37-48,51-60,2.5k-5k,3-4,Lower Priority,Low Priority,0.003827778871529039,Low,Gradient Boosting
708776658,Existing Customer,54,M,2,Unknown,Married,$80K - $120K,Blue,43,6,3,2,5774.0,1519,4255.0,0.458,4444,70,0.667,0.263,0,1,0.4271,0.3742,Medium,High,37-48,51-60,5k-10k,5-6,Loyal / Upsell,Low Priority,0.004816308059008249,Low,Gradient Boosting
712225008,Existing Customer,55,M,2,Graduate,Married,$60K - $80K,Blue,44,6,6,3,6054.0,1103,4951.0,0.613,3998,80,0.739,0.182,0,1,0.3271,0.3724,Low,High,37-48,51-60,5k-10k,5-6,"High Value, At Risk",Low Priority,0.008846315159828049,Low,Gradient Boosting
787450758,Existing Customer,57,M,1,Unknown,Single,$60K - $80K,Blue,43,3,3,1,19090.0,0,19090.0,0.53,4712,88,0.517,0.0,0,0,0.4941,0.4771,High,High,37-48,51-60,10k-20k,3-4,Loyal / Upsell,Low Priority,0.00558414882152981,Low,Gradient Boosting
789099783,Existing Customer,43,F,2,Unknown,Married,Less than $40K,Blue,31,6,3,3,2069.0,839,1230.0,0.923,4117,70,0.707,0.406,0,1,0.4042,0.2992,Medium,Medium,25-36,41-50,<2.5k,5-6,Lower Priority,Low Priority,0.005987570328376294,Low,Gradient Boosting
711751533,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,37,3,1,3,2447.0,1973,474.0,0.476,4784,75,0.562,0.806,0,1,0.4961,0.2506,High,Low,37-48,41-50,<2.5k,3-4,Lower Priority,Low Priority,0.004936064821478743,Low,Gradient Boosting
708367908,Existing Customer,56,F,1,Uneducated,Married,Less than $40K,Blue,47,6,1,2,3022.0,1627,1395.0,0.835,4390,82,0.783,0.538,0,1,0.5229,0.3446,High,Medium,37-48,51-60,2.5k-5k,5-6,Lower Priority,Low Priority,0.0032265372725859076,Low,Gradient Boosting
714951858,Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,36,5,1,3,4473.0,0,4473.0,0.543,4047,56,0.75,0.0,0,0,0.4343,0.3133,Medium,Medium,25-36,41-50,2.5k-5k,5-6,Lower Priority,Low Priority,0.031302895402063165,Low,Gradient Boosting
720436008,Existing Customer,54,F,1,Doctorate,Unknown,Less than $40K,Blue,43,4,6,4,5267.0,0,5267.0,0.631,4196,81,0.588,0.0,0,0,0.3167,0.3136,Low,Medium,37-48,51-60,5k-10k,3-4,Monitor,Low Priority,0.018855888497792236,Low,Gradient Boosting
718984533,Existing Customer,37,M,3,Graduate,Single,$80K - $120K,Blue,29,6,2,4,7199.0,1274,5925.0,0.639,4552,100,0.786,0.177,0,1,0.5047,0.3695,High,High,25-36,31-40,5k-10k,5-6,Loyal / Upsell,Low Priority,0.004647350765188738,Low,Gradient Boosting
716982483,Existing Customer,49,F,2,Graduate,Married,Less than $40K,Blue,38,3,4,2,1438.3,0,1438.3,0.584,4497,79,0.612,0.0,0,0,0.4174,0.2346,Medium,Low,37-48,41-50,<2.5k,3-4,Lower Priority,Low Priority,0.005251122679514009,Low,Gradient Boosting
708681708,Attrited Customer,51,F,2,Unknown,Single,Less than $40K,Blue,43,5,3,2,3245.0,0,3245.0,0.553,1977,29,0.261,0.0,1,0,0.2771,0.2762,Low,Medium,37-48,51-60,2.5k-5k,5-6,Monitor,Low Priority,0.9286371291415625,High,Gradient Boosting
720202008,Existing Customer,47,F,5,Unknown,Single,$40K - $60K,Blue,40,4,3,4,3888.0,2517,1371.0,0.641,4377,88,0.725,0.647,0,1,0.4378,0.2932,Medium,Medium,37-48,41-50,2.5k-5k,3-4,Lower Priority,Low Priority,0.021446467599042868,Low,Gradient Boosting
714483033,Existing Customer,45,F,5,Unknown,Married,Unknown,Blue,40,3,2,2,14728.0,0,14728.0,0.708,4660,85,0.735,0.0,0,0,0.5023,0.4141,High,High,37-48,41-50,10k-20k,3-4,Loyal / Upsell,Low Priority,0.005525583387683123,Low,Gradient Boosting
711468708,Attrited Customer,38,F,4,High School,Single,$40K - $60K,Blue,31,4,3,2,1438.3,0,1438.3,0.406,1986,52,0.486,0.0,1,0,0.3352,0.2063,Low,Low,25-36,31-40,<2.5k,3-4,Lower Priority,Low Priority,0.9288247662968118,High,Gradient Boosting
821724483,Attrited Customer,48,M,4,Unknown,Single,$40K - $60K,Blue,43,2,3,2,11272.0,1744,9528.0,0.347,1455,34,0.214,0.155,1,1,0.2798,0.2974,Low,Medium,37-48,41-50,10k-20k,1-2,Monitor,Low Priority,0.8609835380918076,High,Gradient Boosting
716402508,Existing Customer,49,F,3,Graduate,Unknown,Less than $40K,Blue,36,4,3,3,2705.0,1681,1024.0,0.577,4265,87,0.776,0.621,0,1,0.4498,0.2688,Medium,Medium,25-36,41-50,2.5k-5k,3-4,Lower Priority,Low Priority,0.004648611725603938,Low,Gradient Boosting
721189008,Existing Customer,41,M,4,Graduate,Married,$80K - $120K,Blue,27,4,2,4,12270.0,0,12270.0,0.543,4578,67,0.811,0.0,0,0,0.4221,0.3825,Medium,High,25-36,41-50,10k-20k,3-4,Loyal / Upsell,Low Priority,0.006638357002581823,Low,Gradient Boosting
712867983,Existing Customer,54,F,2,Uneducated,Single,Less than $40K,Blue,43,6,1,4,3006.0,633,2373.0,0.733,5177,66,0.65,0.211,0,1,0.4642,0.35,High,Medium,37-48,51-60,2.5k-5k,5-6,Lower Priority,Low Priority,0.006200938659531508,Low,Gradient Boosting
713814408,Existing Customer,39,M,2,Uneducated,Single,$80K - $120K,Blue,36,6,2,4,7901.0,1184,6717.0,0.863,3667,66,0.784,0.15,0,1,0.4023,0.3768,Medium,High,25-36,31-40,5k-10k,5-6,Loyal / Upsell,Low Priority,0.005445659692825784,Low,Gradient Boosting
